gene.id,chr,start,end,length,mean,median,sd,q0,q25,q50,q75,q100
ENSG00000237130.1,chr1,50846467,50846837,370,NaN,,,,,,,
ENSG00000123080.12,chr1,50960744,50974634,13890,NaN,,,,,,,
ENSG00000265538.1,chr1,51059836,51059905,69,NaN,,,,,,,
ENSG00000275816.1,chr1,51060017,51060103,86,NaN,,,,,,,
ENSG00000204006.10,chr1,51102220,51148086,45866,NaN,,,,,,,
ENSG00000200262.1,chr1,51107221,51107331,110,NaN,,,,,,,
ENSG00000213478.2,chr1,51157787,51158471,684,NaN,,,,,,,
ENSG00000203356.2,chr1,51195094,51235096,40002,NaN,,,,,,,
ENSG00000123091.5,chr1,51236272,51273447,37175,NaN,,,,,,,
ENSG00000233406.5,chr1,51250602,51251472,870,NaN,,,,,,,
ENSG00000236434.2,chr1,51264915,51266074,1159,NaN,,,,,,,
ENSG00000085831.15,chr1,51287257,51345116,57859,NaN,,,,,,,
ENSG00000261664.5,chr1,51329653,51335324,5671,NaN,,,,,,,
ENSG00000085832.17,chr1,51354262,51519266,165004,NaN,,,,,,,
ENSG00000232027.2,chr1,51372269,51373224,955,NaN,,,,,,,
ENSG00000206595.1,chr1,51382307,51382414,107,NaN,,,,,,,
ENSG00000238140.1,chr1,51461720,51463416,1696,NaN,,,,,,,
ENSG00000227070.1,chr1,51518308,51561629,43321,NaN,,,,,,,
ENSG00000252032.1,chr1,51538624,51538729,105,NaN,,,,,,,
ENSG00000227742.2,chr1,51561865,51594897,33032,NaN,,,,,,,
ENSG00000117859.19,chr1,51577178,51798427,221249,NaN,,,,,,,
ENSG00000236973.2,chr1,51707137,51708137,1000,NaN,,,,,,,
ENSG00000232846.1,chr1,51709061,51709940,879,NaN,,,,,,,
ENSG00000212624.1,chr1,51724774,51724896,122,NaN,,,,,,,
ENSG00000078618.22,chr1,51789190,51878937,89747,123.67,129.5,12.91,97,114.75,129.5,133.25,139
ENSG00000266993.3,chr1,51793933,51799154,5221,NaN,,,,,,,
ENSG00000272175.1,chr1,51801027,51801307,280,NaN,,,,,,,
ENSG00000283899.1,chr1,51836343,51836402,59,NaN,,,,,,,
ENSG00000230604.2,chr1,51859777,51860135,358,NaN,,,,,,,
ENSG00000169213.7,chr1,51907955,51990700,82745,NaN,,,,,,,
ENSG00000200839.1,chr1,51973409,51973535,126,NaN,,,,,,,
ENSG00000229032.1,chr1,51980472,51980814,342,NaN,,,,,,,
ENSG00000264613.2,chr1,51995739,51996039,300,NaN,,,,,,,
ENSG00000117862.13,chr1,52020130,52055191,35061,NaN,,,,,,,
ENSG00000285839.1,chr1,52020152,52033350,13198,NaN,,,,,,,
ENSG00000198841.4,chr1,52032102,52033810,1708,NaN,,,,,,,
ENSG00000223390.1,chr1,52033390,52044279,10889,NaN,,,,,,,
ENSG00000228369.2,chr1,52050917,52052683,1766,NaN,,,,,,,
ENSG00000134717.18,chr1,52056198,52090716,34518,NaN,,,,,,,
ENSG00000157077.14,chr1,52142093,52346686,204593,NaN,,,,,,,
ENSG00000241745.3,chr1,52150103,52150419,316,NaN,,,,,,,
ENSG00000228407.2,chr1,52160260,52160600,340,NaN,,,,,,,
ENSG00000223429.1,chr1,52162185,52163026,841,NaN,,,,,,,
ENSG00000224255.2,chr1,52179847,52180553,706,NaN,,,,,,,
ENSG00000236004.2,chr1,52189915,52190309,394,NaN,,,,,,,
ENSG00000237663.2,chr1,52252061,52252773,712,NaN,,,,,,,
ENSG00000213735.2,chr1,52253620,52254176,556,NaN,,,,,,,
ENSG00000154222.14,chr1,52345722,52366193,20471,NaN,,,,,,,
ENSG00000272100.1,chr1,52353486,52353877,391,NaN,,,,,,,
ENSG00000287078.1,chr1,52365442,52367865,2423,NaN,,,,,,,
ENSG00000224680.4,chr1,52368676,52369244,568,NaN,,,,,,,
ENSG00000085840.13,chr1,52372828,52404423,31595,NaN,,,,,,,
ENSG00000134748.13,chr1,52404601,52420836,16235,NaN,,,,,,,
ENSG00000134744.14,chr1,52408281,52553487,145206,NaN,,,,,,,
ENSG00000272371.1,chr1,52554817,52555273,456,NaN,,,,,,,
ENSG00000236290.1,chr1,52573113,52573816,703,NaN,,,,,,,
ENSG00000116157.6,chr1,52602370,52609051,6681,NaN,,,,,,,
ENSG00000182183.15,chr1,52633167,52669683,36516,30.96,33,11.99,1,18,33,42,59
ENSG00000162377.6,chr1,52684448,52698347,13899,10.36,11,3.49,1,11,11,12,18
ENSG00000233664.1,chr1,52709121,52709442,321,NaN,,,,,,,
ENSG00000239640.3,chr1,52714398,52714695,297,NaN,,,,,,,
ENSG00000162378.13,chr1,52726452,52827336,100884,11.62,10,2.86,1,10,10,14,34
ENSG00000252018.1,chr1,52754321,52754462,141,10,10,0,10,10,10,10,10
ENSG00000228929.1,chr1,52772193,52772648,455,NaN,,,,,,,
ENSG00000206627.1,chr1,52805107,52805212,105,NaN,,,,,,,
ENSG00000203995.10,chr1,52842510,52894998,52488,NaN,,,,,,,
ENSG00000242391.2,chr1,52881215,52881730,515,NaN,,,,,,,
ENSG00000121310.17,chr1,52895909,52927212,31303,40.47,40,1.36,29,40,40,41,45
ENSG00000230953.2,chr1,52920421,52920596,175,NaN,,,,,,,
ENSG00000231866.2,chr1,52925248,52925423,175,NaN,,,,,,,
ENSG00000116171.19,chr1,52927275,53051698,124423,NaN,,,,,,,
ENSG00000264834.1,chr1,52928673,52928772,99,NaN,,,,,,,
ENSG00000266188.1,chr1,52934929,52935017,88,NaN,,,,,,,
ENSG00000265815.1,chr1,52940313,52940413,100,NaN,,,,,,,
ENSG00000237279.2,chr1,52943535,52943930,395,NaN,,,,,,,
ENSG00000236360.2,chr1,52993200,52993702,502,NaN,,,,,,,
ENSG00000226147.1,chr1,52994725,52996026,1301,NaN,,,,,,,
ENSG00000174348.14,chr1,53062051,53085501,23450,NaN,,,,,,,
ENSG00000232993.1,chr1,53069937,53085502,15565,NaN,,,,,,,
ENSG00000227644.2,chr1,53073109,53073389,280,NaN,,,,,,,
ENSG00000162383.13,chr1,53087178,53142638,55460,NaN,,,,,,,
ENSG00000235563.1,chr1,53114575,53118609,4034,NaN,,,,,,,
ENSG00000277397.1,chr1,53180920,53186900,5980,NaN,,,,,,,
ENSG00000157184.7,chr1,53196791,53214197,17406,NaN,,,,,,,
ENSG00000236723.2,chr1,53209782,53213775,3993,NaN,,,,,,,
ENSG00000162384.14,chr1,53214098,53220634,6536,NaN,,,,,,,
ENSG00000259818.1,chr1,53220662,53224253,3591,NaN,,,,,,,
ENSG00000162385.11,chr1,53226899,53238518,11619,NaN,,,,,,,
ENSG00000226754.2,chr1,53238549,53246482,7933,NaN,,,,,,,
ENSG00000157193.18,chr1,53242363,53328469,86106,NaN,,,,,,,
ENSG00000234578.1,chr1,53267934,53268601,667,NaN,,,,,,,
ENSG00000228838.1,chr1,53288023,53289706,1683,NaN,,,,,,,
ENSG00000232762.1,chr1,53304535,53307462,2927,NaN,,,,,,,
ENSG00000225675.2,chr1,53328232,53336509,8277,NaN,,,,,,,
ENSG00000285954.1,chr1,53344030,53365473,21443,NaN,,,,,,,
ENSG00000226938.1,chr1,53348487,53349233,746,NaN,,,,,,,
ENSG00000230138.2,chr1,53366655,53368245,1590,NaN,,,,,,,
ENSG00000236253.7,chr1,53413148,53440020,26872,NaN,,,,,,,
ENSG00000288527.1,chr1,53441267,53441346,79,NaN,,,,,,,
ENSG00000143006.7,chr1,53459398,53467488,8090,NaN,,,,,,,
ENSG00000174332.5,chr1,53506236,53738106,231870,NaN,,,,,,,
ENSG00000239007.1,chr1,53688748,53688812,64,NaN,,,,,,,
ENSG00000058804.12,chr1,53765477,53838463,72986,NaN,,,,,,,
ENSG00000201003.1,chr1,53771017,53771153,136,NaN,,,,,,,
ENSG00000229687.2,chr1,53841546,53841832,286,NaN,,,,,,,
ENSG00000058799.15,chr1,53851718,53889798,38080,NaN,,,,,,,
ENSG00000211452.11,chr1,53891238,53911086,19848,NaN,,,,,,,
ENSG00000081870.11,chr1,53916573,53945929,29356,NaN,,,,,,,
ENSG00000116212.15,chr1,53946084,53968168,22084,NaN,,,,,,,
ENSG00000219102.3,chr1,53974968,53976031,1063,3.59,3.5,2.15,1,1,3.5,6,6
ENSG00000203985.11,chr1,54007297,54018186,10889,NaN,,,,,,,
ENSG00000116209.12,chr1,54026680,54053504,26824,353.57,416,184.67,1,350,416,501,653
ENSG00000280378.1,chr1,54033125,54034880,1755,351.33,351,1.13,350,350,351,352,354
ENSG00000116205.14,chr1,54053583,54112519,58936,12.08,8,7.27,1,6,8,21,29
ENSG00000283749.1,chr1,54054078,54054154,76,23,23,0,23,23,23,23,23
ENSG00000225183.1,chr1,54089855,54090093,238,19,19,0,19,19,19,19,19
ENSG00000279049.1,chr1,54099967,54100224,257,6.96,8,3.59,2,3,8,10,13
ENSG00000256407.2,chr1,54132685,54200073,67388,3.88,3,2.66,1,2,3,5,17
ENSG00000157211.11,chr1,54132967,54153770,20803,1.4,1,0.49,1,1,1,2,2
ENSG00000280425.2,chr1,54137745,54142980,5235,1.47,1,0.5,1,1,1,2,2
ENSG00000215883.10,chr1,54169650,54200036,30386,4.41,4,2.62,1,2,4,5,17
ENSG00000116221.15,chr1,54184040,54225464,41424,22.8,8,22.01,1,4,8,40,81
ENSG00000157216.15,chr1,54225431,54413479,188048,78.85,77,19.48,1,77,77,84,155
ENSG00000198711.5,chr1,54236439,54239063,2624,81.02,81,2.3,78,79,81,82,88
ENSG00000225632.1,chr1,54285404,54287371,1967,75.51,75,0.81,75,75,75,76,78
ENSG00000232245.1,chr1,54416255,54420860,4605,1,1,0,1,1,1,1,1
ENSG00000287582.1,chr1,54514416,54517383,2967,NaN,,,,,,,
ENSG00000235741.1,chr1,54516411,54517259,848,NaN,,,,,,,
ENSG00000237173.1,chr1,54524823,54524931,108,NaN,,,,,,,
ENSG00000227453.1,chr1,54536795,54537758,963,NaN,,,,,,,
ENSG00000162390.17,chr1,54542256,54639192,96936,2.94,3,1.04,1,3,3,3,10
ENSG00000162391.12,chr1,54609180,54623556,14376,2.62,2,2.11,1,1,2,3,10
ENSG00000230728.1,chr1,54621476,54628438,6962,1,1,0,1,1,1,1,1
ENSG00000184313.20,chr1,54641753,54710266,68513,1.56,1,0.77,1,1,1,2,9
ENSG00000271723.5,chr1,54641785,54742308,100523,15.58,4,15.79,1,1,4,27,63
ENSG00000243725.7,chr1,54715860,54742657,26797,29.63,27,10.16,1,23,27,41,63
ENSG00000162396.6,chr1,54756897,54764523,7626,3.03,3,1.14,1,3,3,3,11
ENSG00000006555.11,chr1,54779711,54801323,21612,20.16,19,4.52,1,18,19,22,36
ENSG00000237453.1,chr1,54792884,54794905,2021,19.46,19,1.28,18,18,19,20,23
ENSG00000162398.11,chr1,54806062,54842252,36190,3.31,3,1.15,1,3,3,4,9
ENSG00000116133.13,chr1,54849626,54887195,37569,6.31,7,1.44,1,5,7,7,17
ENSG00000287724.1,chr1,54874671,54883664,8993,6.78,7,0.79,4,7,7,7,9
ENSG00000242396.1,chr1,54886874,54888001,1127,2.61,1,2.79,1,1,1,4,11
ENSG00000233203.6,chr1,54887562,54888850,1288,1.23,1,0.54,1,1,1,1,3
ENSG00000284601.1,chr1,54974899,54980464,5565,1,1,0,1,1,1,1,1
ENSG00000143001.5,chr1,54980627,54992288,11661,1,1,0,1,1,1,1,1
ENSG00000233271.1,chr1,54980949,54992274,11325,1,1,0,1,1,1,1,1
ENSG00000162399.9,chr1,54998932,55017172,18240,1.02,1,0.13,1,1,1,1,2
ENSG00000169174.11,chr1,55039446,55064852,25406,1,1,0,1,1,1,1,1
ENSG00000162402.14,chr1,55066358,55215364,149006,45.22,44,17.23,1,29,44,59,150
ENSG00000231090.2,chr1,55217644,55324691,107047,1.58,1,0.95,1,1,1,2,4
ENSG00000231095.1,chr1,55222378,55223372,994,NaN,,,,,,,
ENSG00000265822.1,chr1,55225640,55225723,83,NaN,,,,,,,
ENSG00000234810.4,chr1,55329287,56070513,741226,4.92,5,0.56,1,5,5,5,8
ENSG00000231900.3,chr1,55367465,55368774,1309,5,5,0,5,5,5,5,5
ENSG00000232198.2,chr1,55372709,55373316,607,5,5,0,5,5,5,5,5
ENSG00000199831.1,chr1,55376525,55376852,327,5,5,0,5,5,5,5,5
ENSG00000252162.1,chr1,55398513,55398620,107,5,5,0,5,5,5,5,5
ENSG00000272051.1,chr1,55484870,55484972,102,5,5,0,5,5,5,5,5
ENSG00000233079.3,chr1,55868253,55950119,81866,NaN,,,,,,,
ENSG00000230250.3,chr1,55915602,55944980,29378,NaN,,,,,,,
ENSG00000227104.3,chr1,55938713,55939280,567,NaN,,,,,,,
ENSG00000235612.1,chr1,56145720,56155224,9504,NaN,,,,,,,
ENSG00000260971.4,chr1,56154544,56477687,323143,NaN,,,,,,,
ENSG00000284686.1,chr1,56173432,56524495,351063,NaN,,,,,,,
ENSG00000229871.1,chr1,56207566,56208456,890,NaN,,,,,,,
ENSG00000223956.3,chr1,56414934,56417137,2203,NaN,,,,,,,
ENSG00000162407.9,chr1,56494760,56645301,150541,NaN,,,,,,,
ENSG00000236776.1,chr1,56538451,56538911,460,NaN,,,,,,,
ENSG00000224980.1,chr1,56585611,56586242,631,NaN,,,,,,,
ENSG00000225475.1,chr1,56619408,56619549,141,NaN,,,,,,,
ENSG00000162409.11,chr1,56645313,56715335,70022,NaN,,,,,,,
ENSG00000187889.13,chr1,56718788,56819696,100908,NaN,,,,,,,
ENSG00000229913.1,chr1,56823678,56826920,3242,NaN,,,,,,,
ENSG00000157131.11,chr1,56854796,56918223,63427,NaN,,,,,,,
ENSG00000021852.13,chr1,56929206,56966140,36934,NaN,,,,,,,
ENSG00000236341.1,chr1,56963885,56996757,32872,NaN,,,,,,,
ENSG00000173406.15,chr1,56994777,58546734,1551957,14.33,4,15.05,1,3,4,33,53
ENSG00000227935.1,chr1,57386575,57387450,875,NaN,,,,,,,
ENSG00000236888.1,chr1,57605846,57606206,360,NaN,,,,,,,
ENSG00000226759.8,chr1,57860531,57880905,20374,NaN,,,,,,,
ENSG00000229887.4,chr1,58047888,58049335,1447,NaN,,,,,,,
ENSG00000223416.3,chr1,58056132,58056480,348,NaN,,,,,,,
ENSG00000235038.1,chr1,58060138,58080274,20136,NaN,,,,,,,
ENSG00000230546.1,chr1,58084418,58084559,141,NaN,,,,,,,
ENSG00000233216.1,chr1,58228681,58229003,322,NaN,,,,,,,
ENSG00000162600.12,chr1,58415383,58546802,131419,18.06,15,15.34,1,3,15,35,53
ENSG00000286918.1,chr1,58546167,58563897,17730,10.52,16,7.46,1,1,16,16,19
ENSG00000270209.1,chr1,58552912,58553333,421,NaN,,,,,,,
ENSG00000264128.2,chr1,58565630,58565932,302,NaN,,,,,,,
ENSG00000184292.7,chr1,58575432,58577252,1820,2.02,2,1.27,1,1,2,2,5
ENSG00000185839.3,chr1,58630840,58631530,690,1.25,1,0.44,1,1,1,2,2
ENSG00000162601.11,chr1,58643439,58700077,56638,25.02,24,8.1,1,20,24,26,52
ENSG00000283445.1,chr1,58715608,58771295,55687,1,1,0,1,1,1,1,1
ENSG00000177606.7,chr1,58780790,58784047,3257,19.21,21,11.88,1,9,21,28,44
ENSG00000234807.7,chr1,58785127,58901109,115982,NaN,,,,,,,
ENSG00000272226.1,chr1,58812807,58813342,535,NaN,,,,,,,
ENSG00000231740.1,chr1,58838447,58851254,12807,NaN,,,,,,,
ENSG00000232453.7,chr1,58882867,58931897,49030,NaN,,,,,,,
ENSG00000237352.4,chr1,58933642,59240555,306913,NaN,,,,,,,
ENSG00000228121.1,chr1,58999675,59000494,819,NaN,,,,,,,
ENSG00000241042.1,chr1,59054396,59056049,1653,NaN,,,,,,,
ENSG00000235215.2,chr1,59055998,59078116,22118,NaN,,,,,,,
ENSG00000224609.8,chr1,59131931,59296491,164560,NaN,,,,,,,
ENSG00000270457.1,chr1,59289302,59289640,338,NaN,,,,,,,
ENSG00000172456.18,chr1,59296637,59810647,514010,10.68,8,6.12,2,4,8,17,19
ENSG00000266150.1,chr1,59733226,59733296,70,NaN,,,,,,,
ENSG00000226883.1,chr1,59754746,59789182,34436,NaN,,,,,,,
ENSG00000134709.12,chr1,59814785,59876322,61537,NaN,,,,,,,
ENSG00000134716.11,chr1,59893307,59926773,33466,NaN,,,,,,,
ENSG00000265535.2,chr1,59974756,59975054,298,NaN,,,,,,,
ENSG00000162598.13,chr1,59987268,60073770,86502,NaN,,,,,,,
ENSG00000229332.2,chr1,60097414,60097976,562,NaN,,,,,,,
ENSG00000238242.2,chr1,60114874,60149784,34910,NaN,,,,,,,
ENSG00000226476.6,chr1,60515715,60640507,124792,NaN,,,,,,,
ENSG00000231252.3,chr1,60659630,60868009,208379,NaN,,,,,,,
ENSG00000162599.17,chr1,60865258,61462788,597530,NaN,,,,,,,
ENSG00000237928.6,chr1,60912674,61056885,144211,NaN,,,,,,,
ENSG00000237853.6,chr1,61248944,61253510,4566,NaN,,,,,,,
ENSG00000284808.1,chr1,61481086,61533271,52185,NaN,,,,,,,
ENSG00000287224.1,chr1,61588048,61589904,1856,NaN,,,,,,,
ENSG00000223920.2,chr1,61654193,61654908,715,NaN,,,,,,,
ENSG00000162604.12,chr1,61681045,61725423,44378,NaN,,,,,,,
ENSG00000271200.1,chr1,61741997,61742424,427,NaN,,,,,,,
ENSG00000132849.21,chr1,61742476,62178675,436199,6.78,6,3.79,1,4,6,8,24
ENSG00000200575.1,chr1,61816418,61816522,104,NaN,,,,,,,
ENSG00000212360.1,chr1,61852498,61852602,104,NaN,,,,,,,
ENSG00000236646.1,chr1,62038841,62039111,270,8,8,0,8,8,8,8,8
ENSG00000242860.3,chr1,62072447,62072741,294,6,6,0,6,6,6,6,6
ENSG00000263908.1,chr1,62078785,62078859,74,6,6,0,6,6,6,6,6
ENSG00000283690.1,chr1,62078788,62078856,68,6,6,0,6,6,6,6,6
ENSG00000234204.1,chr1,62189130,62189953,823,NaN,,,,,,,
ENSG00000234088.1,chr1,62190521,62190926,405,NaN,,,,,,,
ENSG00000240563.2,chr1,62194848,62212328,17480,1.36,1,0.92,1,1,1,1,4
ENSG00000237227.1,chr1,62208135,62208442,307,1,1,0,1,1,1,1,1
ENSG00000200174.1,chr1,62211556,62211666,110,NaN,,,,,,,
ENSG00000132854.19,chr1,62236164,62319434,83270,NaN,,,,,,,
ENSG00000201153.1,chr1,62298148,62298256,108,NaN,,,,,,,
ENSG00000162607.13,chr1,62436296,62451804,15508,36.28,37,9.43,1,31,37,43,61
ENSG00000116641.18,chr1,62454297,62688386,234089,5.35,5,3.22,1,3,5,6,16
ENSG00000270549.1,chr1,62530635,62530873,238,3,3,0,3,3,3,3,3
ENSG00000132855.5,chr1,62597519,62606313,8794,12,12,0,12,12,12,12,12
ENSG00000278967.1,chr1,62607765,62609584,1819,12,12,0,12,12,12,12,12
ENSG00000213703.2,chr1,62641121,62641667,546,2,2,0,2,2,2,2,2
ENSG00000235545.1,chr1,62688481,62710694,22213,1.13,1,0.34,1,1,1,1,2
ENSG00000125703.15,chr1,62784131,62865516,81385,13.47,13,6.29,1,8,13,15,37
ENSG00000234318.1,chr1,62896008,62901639,5631,NaN,,,,,,,
ENSG00000237163.1,chr1,62905179,62905482,303,NaN,,,,,,,
ENSG00000229537.7,chr1,62975750,63022504,46754,NaN,,,,,,,
ENSG00000286455.1,chr1,63011196,63018614,7418,NaN,,,,,,,
ENSG00000227485.1,chr1,63024206,63025658,1452,NaN,,,,,,,
ENSG00000229225.1,chr1,63078080,63079031,951,NaN,,,,,,,
ENSG00000203605.3,chr1,63139249,63163153,23904,NaN,,,,,,,
ENSG00000224209.8,chr1,63159082,63317274,158192,NaN,,,,,,,
ENSG00000252259.1,chr1,63186335,63186450,115,NaN,,,,,,,
ENSG00000228734.2,chr1,63249919,63251771,1852,NaN,,,,,,,
ENSG00000223683.1,chr1,63262112,63262707,595,NaN,,,,,,,
ENSG00000230798.5,chr1,63320883,63324441,3558,NaN,,,,,,,
ENSG00000187140.6,chr1,63322566,63325128,2562,NaN,,,,,,,
ENSG00000275836.1,chr1,63326924,63326984,60,NaN,,,,,,,
ENSG00000252784.1,chr1,63338262,63338372,110,NaN,,,,,,,
ENSG00000236674.1,chr1,63359822,63361179,1357,NaN,,,,,,,
ENSG00000088035.18,chr1,63367574,63438553,70979,19.26,21,4.59,1,17,21,22,42
ENSG00000142856.17,chr1,63440769,63593721,152952,12.26,12,6.72,1,7,12,17,34
ENSG00000286429.1,chr1,63487956,63508204,20248,23.66,24,1.32,20,24,24,24,34
ENSG00000203965.13,chr1,63523371,63572693,49322,7.08,7,2.17,1,6,7,8,20
ENSG00000264271.2,chr1,63529612,63529898,286,11,11,0,11,11,11,11,11
ENSG00000251720.1,chr1,63536710,63536770,60,7,7,0,7,7,7,7,7
ENSG00000116652.6,chr1,63547081,63550636,3555,4.69,4,0.9,4,4,4,5,7
ENSG00000276884.1,chr1,63548976,63549112,136,4,4,0,4,4,4,4,4
ENSG00000278287.1,chr1,63549132,63549216,84,4,4,0,4,4,4,4,4
ENSG00000277565.1,chr1,63549226,63549284,58,4,4,0,4,4,4,4,4
ENSG00000275823.1,chr1,63549293,63549366,73,4,4,0,4,4,4,4,4
ENSG00000277689.1,chr1,63549373,63549463,90,4,4,0,4,4,4,4,4
ENSG00000274199.1,chr1,63549488,63549608,120,4,4,0,4,4,4,4,4
ENSG00000079739.17,chr1,63593410,63660245,66835,38.86,35,7.55,1,34,35,43,86
ENSG00000244256.3,chr1,63655742,63656047,305,42.47,42,0.5,42,42,42,43,43
ENSG00000185483.12,chr1,63774016,64181498,407482,1.92,2,0.27,1,2,2,2,2
ENSG00000177452.7,chr1,63788720,63789304,584,NaN,,,,,,,
ENSG00000228056.3,chr1,63843195,63843685,490,NaN,,,,,,,
ENSG00000207190.1,chr1,64028893,64029000,107,2,2,0,2,2,2,2,2
ENSG00000200508.1,chr1,64066639,64066741,102,NaN,,,,,,,
ENSG00000223949.8,chr1,64094378,64171342,76964,1,1,0,1,1,1,1,1
ENSG00000284928.1,chr1,64186790,64192685,5895,NaN,,,,,,,
ENSG00000177414.13,chr1,64203626,64267368,63742,NaN,,,,,,,
ENSG00000238653.1,chr1,64384397,64384459,62,NaN,,,,,,,
ENSG00000158966.16,chr1,64470128,64693058,222930,2.76,3,0.95,1,2,3,3,7
ENSG00000264470.1,chr1,64579846,64579923,77,2,2,0,2,2,2,2,2
ENSG00000162437.14,chr1,64745094,64833232,88138,2.62,3,1.72,1,1,3,3,9
ENSG00000162434.13,chr1,64833228,65067754,234526,170.04,249,149.43,1,4,249,251,523
ENSG00000234784.2,chr1,64918442,64918683,241,249,249,0,249,249,249,249,249
ENSG00000233877.2,chr1,64941978,64942365,387,250,250,0,250,250,250,250,250
ENSG00000226891.9,chr1,64972224,65002489,30265,3.71,4,1.42,2,2,4,4,9
ENSG00000185031.6,chr1,64984607,64986087,1480,4.66,4,1.05,4,4,4,5,8
ENSG00000272506.1,chr1,65003469,65004087,618,2.28,2,0.45,2,2,2,3,3
ENSG00000212257.1,chr1,65022967,65023074,107,2,2,0,2,2,2,2,2
ENSG00000265996.1,chr1,65057754,65057842,88,11.34,13,3.51,6,8,13,14,17
ENSG00000199135.1,chr1,65058433,65058508,75,1.28,1,0.84,1,1,1,1,6
ENSG00000235804.2,chr1,65077412,65078131,719,NaN,,,,,,,
ENSG00000234496.2,chr1,65092391,65092614,223,NaN,,,,,,,
ENSG00000162433.15,chr1,65147548,65232145,84597,1.45,1,0.58,1,1,1,2,6
ENSG00000231622.1,chr1,65154479,65154650,171,1,1,0,1,1,1,1,1
ENSG00000116675.16,chr1,65248218,65415871,167653,2.05,2,0.5,1,2,2,2,8
ENSG00000229294.1,chr1,65279455,65306521,27066,2.01,2,0.11,2,2,2,2,3
ENSG00000234144.1,chr1,65298754,65298980,226,2,2,0,2,2,2,2,2
ENSG00000222624.1,chr1,65415815,65416006,191,NaN,,,,,,,
ENSG00000213625.9,chr1,65420586,65436007,15421,51.08,50,17.8,2,40,50,67,93
ENSG00000116678.20,chr1,65420651,65641559,220908,7.12,4,13.24,1,3,4,4,93
ENSG00000237852.1,chr1,65486405,65494188,7783,4.04,4,0.3,3,4,4,4,6
ENSG00000224570.1,chr1,65576128,65578380,2252,1,1,0,1,1,1,1,1
ENSG00000285079.1,chr1,65703961,65714847,10886,NaN,,,,,,,
ENSG00000239319.3,chr1,65761057,65761352,295,NaN,,,,,,,
ENSG00000184588.18,chr1,65792513,66374579,582066,54.14,55,12.64,1,55,55,57,111
ENSG00000227466.1,chr1,66042499,66050718,8219,NaN,,,,,,,
ENSG00000223152.1,chr1,66094460,66094546,86,NaN,,,,,,,
ENSG00000118473.22,chr1,66533382,66751139,217757,1,1,0,1,1,1,1,1
ENSG00000264720.3,chr1,66628439,66628517,78,NaN,,,,,,,
ENSG00000248458.2,chr1,66665863,66677027,11164,NaN,,,,,,,
ENSG00000152760.10,chr1,66752458,66779047,26589,2.26,2,1.02,1,2,2,2,5
ENSG00000172410.4,chr1,66797740,66801256,3516,NaN,,,,,,,
ENSG00000152763.17,chr1,66812884,66924856,111972,1.54,2,0.5,1,1,2,2,3
ENSG00000231080.1,chr1,66826941,66828558,1617,1,1,0,1,1,1,1,1
ENSG00000198160.14,chr1,66924894,66988619,63725,48.77,49,14.87,9,39,49,60,82
ENSG00000116704.8,chr1,66999349,67054148,54799,NaN,,,,,,,
ENSG00000203963.11,chr1,67092164,67231853,139689,NaN,,,,,,,
ENSG00000252433.1,chr1,67102644,67102779,135,NaN,,,,,,,
ENSG00000275678.1,chr1,67121604,67123956,2352,NaN,,,,,,,
ENSG00000162594.16,chr1,67138906,67259979,121073,NaN,,,,,,,
ENSG00000253074.1,chr1,67196139,67196243,104,NaN,,,,,,,
ENSG00000252116.1,chr1,67267600,67267726,126,NaN,,,,,,,
ENSG00000228523.1,chr1,67278051,67278779,728,NaN,,,,,,,
ENSG00000081985.13,chr1,67307363,67398724,91361,4.04,5,1.65,1,3,5,5,11
ENSG00000142864.14,chr1,67407809,67430415,22606,177.52,158,105.61,1,155,158,217,382
ENSG00000223263.1,chr1,67417213,67417318,105,157,157,0,157,157,157,157,157
ENSG00000235200.3,chr1,67522298,67532612,10314,NaN,,,,,,,
ENSG00000207504.1,chr1,67541126,67541233,107,NaN,,,,,,,
ENSG00000238139.2,chr1,67561072,67561446,374,NaN,,,,,,,
ENSG00000242482.3,chr1,67656830,67657129,299,NaN,,,,,,,
ENSG00000232048.2,chr1,67660154,67661013,859,NaN,,,,,,,
ENSG00000116717.13,chr1,67685200,67688334,3134,22.84,26,7.41,1,20,26,27,36
ENSG00000172380.6,chr1,67701474,67833467,131993,1.15,1,0.38,1,1,1,1,3
ENSG00000238778.1,chr1,67772592,67772653,61,1,1,0,1,1,1,1,1
ENSG00000232284.7,chr1,67832302,68202987,370685,77.3,83,25.01,1,46,83,95,159
ENSG00000235055.3,chr1,68043329,68044233,904,1,1,0,1,1,1,1,1
ENSG00000162595.7,chr1,68045885,68051631,5746,NaN,,,,,,,
ENSG00000228431.1,chr1,68049359,68049745,386,NaN,,,,,,,
ENSG00000116729.14,chr1,68098472,68233120,134648,82.08,86,21.72,1,83,86,95,159
ENSG00000234383.1,chr1,68161760,68163090,1330,83.54,83,0.98,83,83,83,84,86
ENSG00000221203.1,chr1,68183517,68183610,93,83,83,0,83,83,83,83,83
ENSG00000229133.1,chr1,68242473,68243055,582,2.1,2,1.03,1,1,2,3,4
ENSG00000225242.2,chr1,68282387,68282622,235,NaN,,,,,,,
ENSG00000237622.1,chr1,68375326,68375663,337,NaN,,,,,,,
ENSG00000229440.1,chr1,68381440,68381657,217,NaN,,,,,,,
ENSG00000116745.7,chr1,68428821,68449954,21133,NaN,,,,,,,
